source_name,profile_count,lower_layer_temperature_mean,lower_layer_temperature_std,lower_layer_temperature_min,lower_layer_temperature_max,lower_layer_temperature_range,upper_layer_temperature_mean,upper_layer_temperature_std,upper_layer_temperature_min,upper_layer_temperature_max,upper_layer_temperature_range,lower_layer_h2o_vmr_mean,lower_layer_h2o_vmr_std,lower_layer_h2o_vmr_min,lower_layer_h2o_vmr_max,lower_layer_h2o_vmr_range,tb_50_3_mean,tb_50_3_std,tb_50_3_min,tb_50_3_max,tb_50_3_range,tb_52_8_mean,tb_52_8_std,tb_52_8_min,tb_52_8_max,tb_52_8_range,tb_54_4_mean,tb_54_4_std,tb_54_4_min,tb_54_4_max,tb_54_4_range
high_latitude_continental_2020,60,254.9916193432278,1.9301439415397743,251.9591458638509,258.54629770914715,6.587151845296262,214.5137033674452,3.3839812726815155,208.10855187310116,219.3417409261068,11.233189053005646,0.0012908380323624416,0.0002533665777503369,0.0008954322213274,0.0018394466802281,0.0009440144589007,251.18135314815933,2.801157348192647,244.49591403003188,256.54214747790115,12.04623344786927,243.29674383561206,2.0588151197925515,239.24946288409,247.6049712396129,8.355508355522886,223.10708124571707,1.2832260929917172,220.2919851181697,226.58464623495945,6.292661116789759
lower_latitude_maritime_2020,100,291.3895069885254,0.43612274359400777,290.0218276977539,292.1077143351237,2.0858866373698106,225.62211033291288,0.324061317612984,224.87291463216147,226.16144053141275,1.2885258992512831,0.018007289868336045,0.00109357051374187,0.015609596340589,0.0199675399827943,0.004357943642205301,290.4970706171159,0.49640470875494186,289.2775797189172,291.35974204517896,2.0821623262617663,276.8729573009033,0.6678949175797746,274.8653146535141,278.8282543748713,3.962939721357202,244.68580283260638,0.8720983067752192,242.0401701666849,246.35915983146504,4.318989664780133
synthetic_profiles,3,277.65260371455446,12.67741043169985,260.3377888997396,290.3377888997396,30.0,208.6869984379521,12.497599220753516,195.44625769721137,225.44625769721137,30.0,0.003077570689998067,0.0019517812994091837,0.0008393374609085,0.0055955830727238,0.004756245611815301,273.9084263222281,13.57224772612688,255.307323690994,287.30874570271857,32.00142201172457,261.4176587596475,14.127107295354215,242.5383473320164,276.5178304230531,33.97948309103671,230.54961014657945,12.856127620691941,214.51377357647527,245.98770263591808,31.47392905944281
winter_midlatitude_maritime_sample,80,276.34899584452313,1.3739092584337618,273.5599568684896,278.0080388387044,4.448081970214787,211.47846815321182,0.7128337230272038,210.2410168117947,212.82268863254123,2.5816718207465215,0.003231166101908517,0.0006116753824585112,0.002223358908675,0.0044893325703929,0.0022659736617178998,271.1404946467736,0.5156254784048885,270.1355156523004,272.7895690431435,2.654053390843103,260.27937176088363,0.7654995809549736,258.3800445890546,261.84024039118304,3.460195802128453,231.48674478851044,0.7132991932322651,230.10783414540705,233.2601851825668,3.1523510371597467
