profile_index,profile_id,valid_time,latitude,longitude,region_name,sample_group,frequency_ghz,tb_true_k,tb_obs_k,noise_k,nedt_k,surface_temperature_k,min_temperature_k,max_temperature_k,mean_temperature_k,min_h2o_vmr,max_h2o_vmr
29,t03_loc05,2020-01-01T18:00:00.000000000,57.0,10.25,southern_sector_west,southern_sector_west_loc01,52.8,260.75610690580174,259.89738296710266,-0.8587239386990637,0.5,277.10150146484375,195.26498413085938,282.0501708984375,241.17407102842589,4.6628965369856685e-06,0.007285678802539976
29,t03_loc05,2020-01-01T18:00:00.000000000,57.0,10.25,southern_sector_west,southern_sector_west_loc01,54.4,232.07004687044608,231.83601506578063,-0.2340318046654463,0.7,277.10150146484375,195.26498413085938,282.0501708984375,241.17407102842589,4.6628965369856685e-06,0.007285678802539976
30,t03_loc06,2020-01-01T18:00:00.000000000,57.0,11.0,southern_sector_east,southern_sector_east_loc00,50.3,270.77661369101764,270.8470888427904,0.07047515177276197,0.3,276.92376708984375,195.43392944335938,281.7572021484375,241.06664915342589,4.6621478493318235e-06,0.0071704183015964765
30,t03_loc06,2020-01-01T18:00:00.000000000,57.0,11.0,southern_sector_east,southern_sector_east_loc00,52.8,260.54280941245486,261.0157094044096,0.4728999919547576,0.5,276.92376708984375,195.43392944335938,281.7572021484375,241.06664915342589,4.6621478493318235e-06,0.0071704183015964765
30,t03_loc06,2020-01-01T18:00:00.000000000,57.0,11.0,southern_sector_east,southern_sector_east_loc00,54.4,231.9149699428713,231.39279790081525,-0.5221720420560424,0.7,276.92376708984375,195.43392944335938,281.7572021484375,241.06664915342589,4.6621478493318235e-06,0.0071704183015964765
31,t03_loc07,2020-01-01T18:00:00.000000000,57.0,10.75,southern_sector_east,southern_sector_east_loc01,50.3,270.83592509152476,270.8148879574213,-0.021037134103440363,0.3,276.95697021484375,195.40463256835938,281.9583740234375,241.12292026829076,4.662522193158659e-06,0.007201359102513919
31,t03_loc07,2020-01-01T18:00:00.000000000,57.0,10.75,southern_sector_east,southern_sector_east_loc01,52.8,260.61856518525735,261.2425035494732,0.623938364215857,0.5,276.95697021484375,195.40463256835938,281.9583740234375,241.12292026829076,4.662522193158659e-06,0.007201359102513919
31,t03_loc07,2020-01-01T18:00:00.000000000,57.0,10.75,southern_sector_east,southern_sector_east_loc01,54.4,231.95925493280583,231.5333821389435,-0.4258727938623303,0.7,276.95697021484375,195.40463256835938,281.9583740234375,241.12292026829076,4.662522193158659e-06,0.007201359102513919
32,synthetic_00,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_warm_moist,synthetic_warm_moist,50.3,287.0338398610762,287.11637330537775,0.0825334443015245,0.3,293.3916015625,211.34347534179688,293.5409240722656,253.85177983464422,9.304736233835022e-06,0.014768218513723572
32,synthetic_00,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_warm_moist,synthetic_warm_moist,52.8,275.6843021598455,275.7956943773051,0.11139221745959385,0.5,293.3916015625,211.34347534179688,293.5409240722656,253.85177983464422,9.304736233835022e-06,0.014768218513723572
32,synthetic_00,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_warm_moist,synthetic_warm_moist,54.4,246.20931028517916,245.0437609898704,-1.1655492953087594,0.7,293.3916015625,211.34347534179688,293.5409240722656,253.85177983464422,9.304736233835022e-06,0.014768218513723572
33,synthetic_01,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_cold_dry,synthetic_cold_dry,50.3,254.8373650229383,254.41755936288396,-0.4198056600543098,0.3,263.3916015625,181.34347534179688,263.5409240722656,223.85177983464422,1.3957104350752533e-06,0.0022152327770585357
33,synthetic_01,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_cold_dry,synthetic_cold_dry,52.8,243.13166337064536,243.18024819601052,0.04858482536516999,0.5,263.3916015625,181.34347534179688,263.5409240722656,223.85177983464422,1.3957104350752533e-06,0.0022152327770585357
33,synthetic_01,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_cold_dry,synthetic_cold_dry,54.4,215.27932806361997,214.50599942343936,-0.7733286401805991,0.7,263.3916015625,181.34347534179688,263.5409240722656,223.85177983464422,1.3957104350752533e-06,0.0022152327770585357
34,synthetic_02,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_strong_lapse,synthetic_strong_lapse,50.3,279.02933651747384,279.34664822208146,0.3173117046075959,0.3,288.3916015625,189.67680867513022,288.3916015625,238.85177983464422,4.652368116917511e-06,0.007384109256861786
34,synthetic_02,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_strong_lapse,synthetic_strong_lapse,52.8,264.7048982221514,264.68460474184315,-0.020293480308261714,0.5,288.3916015625,189.67680867513022,288.3916015625,238.85177983464422,4.652368116917511e-06,0.007384109256861786
34,synthetic_02,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_strong_lapse,synthetic_strong_lapse,54.4,230.95164091950494,231.2426254429051,0.2909845234001628,0.7,288.3916015625,189.67680867513022,288.3916015625,238.85177983464422,4.652368116917511e-06,0.007384109256861786
