target_name,setup_type,group_name,model_name,channel_combination,n_channels,n_samples,rmse_k,mae_k,bias_k,target_std_k,normalized_rmse,rmse_reduction_vs_baseline_pct
lower_layer_mean_temperature_k,source_name,high_latitude_continental_2020,linear_regression,50.3+52.8,2,60,0.936256488534865,0.705136207170222,-0.003768457623227069,1.9301439415397743,0.48507081175923356,52.30137017700864
lower_layer_mean_temperature_k,source_name,high_latitude_continental_2020,ridge_regression,50.3+52.8,2,60,0.9360166359615634,0.7061922073234105,-0.004253169922290567,1.9301439415397743,0.4849465450824642,52.31358973355762
lower_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,mean_baseline,50.3+52.8,2,100,0.440528023832331,0.33445630930890957,-6.8212102632969615e-15,0.43612274359400777,1.01010101010101,0.0
lower_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,linear_regression,50.3+52.8,2,100,0.23074141475863622,0.18029724825165033,0.0008806545388421228,0.43612274359400777,0.5290744822366713,47.62162625856953
lower_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,ridge_regression,50.3+52.8,2,100,0.23070474390029616,0.18022068239765304,0.0008808453704307339,0.43612274359400777,0.5289903984348547,47.62995055494936
lower_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,mean_baseline,50.3+52.8,2,80,1.3913005148696294,1.1542713149187371,-7.105427357601002e-16,1.3739092584337618,1.0126582278480991,0.0
lower_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,linear_regression,50.3+52.8,2,80,1.0699143294359115,0.8661366338783502,0.003741001930364263,1.3739092584337618,0.778737258569463,23.09969571626538
lower_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,ridge_regression,50.3+52.8,2,80,1.0696299344795288,0.8658300155042277,0.0036563658850475634,1.3739092584337618,0.7785302616701868,23.1201366600689
lower_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,mean_baseline,50.3+52.8,2,240,1.2997317244650368,0.9461321785001513,-6.5133084111342514e-15,14.459286213124718,0.08988906542878086,0.0
lower_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,linear_regression,50.3+52.8,2,240,0.789240316629657,0.5401201165235265,0.0006718256288322048,14.459286213124718,0.054583629163745456,39.27667519583671
lower_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,ridge_regression,50.3+52.8,2,240,0.7890362058454414,0.5402500079979506,0.0005225150521226852,14.459286213124718,0.054569512921684334,39.29237926617473
upper_layer_mean_temperature_k,global,all_era5,mean_baseline,50.3+52.8,2,240,6.697328834001193,6.314122417112401,-2.2500519965736505e-15,6.669423297192855,1.00418410041841,0.0
upper_layer_mean_temperature_k,global,all_era5,linear_regression,50.3+52.8,2,240,4.422134531902096,3.9447839053420877,-0.01317359955514495,6.669423297192855,0.6630460138530062,33.971667787138124
upper_layer_mean_temperature_k,global,all_era5,ridge_regression,50.3+52.8,2,240,4.411670562306466,3.9319563655417054,-0.012501584105637656,6.669423297192855,0.661477067164612,34.12790872819072
upper_layer_mean_temperature_k,source_name,high_latitude_continental_2020,mean_baseline,50.3+52.8,2,60,3.441336887472731,2.945238542287361,9.473903143468002e-16,3.3839812726815155,1.016949152542374,0.0
upper_layer_mean_temperature_k,source_name,high_latitude_continental_2020,linear_regression,50.3+52.8,2,60,3.1455860987851003,2.516877945319474,0.004591885197230757,3.3839812726815155,0.9295518637112589,8.594066735059636
upper_layer_mean_temperature_k,source_name,high_latitude_continental_2020,ridge_regression,50.3+52.8,2,60,3.136820618410377,2.5602443755923887,0.00509569060195408,3.3839812726815155,0.9269615773980673,8.848778222523478
upper_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,mean_baseline,50.3+52.8,2,100,0.32733466425554114,0.2681760367961877,7.105427357601002e-15,0.324061317612984,1.0101010101010155,0.0
upper_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,linear_regression,50.3+52.8,2,100,0.29791156752631903,0.24582810483363318,0.000376979191447333,0.324061317612984,0.9193061662549469,8.988689540760742
upper_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,ridge_regression,50.3+52.8,2,100,0.29784036407328596,0.24575808183578318,0.00036628325413232685,0.324061317612984,0.9190864440938523,9.010442034709099
upper_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,mean_baseline,50.3+52.8,2,80,0.7218569347110927,0.5922586304225949,2.5224267119483555e-14,0.7128337230272038,1.0126582278481016,0.0
upper_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,linear_regression,50.3+52.8,2,80,0.7014798012859684,0.5655058923853865,-0.0014029368551838673,0.7128337230272038,0.9840721315862857,2.8228770058543184
upper_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,ridge_regression,50.3+52.8,2,80,0.7011660935940888,0.5658839340142446,-0.0014032938857209132,0.7128337230272038,0.9836320462175022,2.866335436021683
upper_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,mean_baseline,50.3+52.8,2,240,1.7829855198542681,1.0454691943777834,1.1605531350748303e-14,6.669423297192855,0.2673372854598572,0.0
upper_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,linear_regression,50.3+52.8,2,240,1.6354456036859635,0.9201498274723445,0.0008374003440161222,6.669423297192855,0.2452154452955953,8.274880223388681
upper_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,ridge_regression,50.3+52.8,2,240,1.6311808287207636,0.9310882726677551,0.0009587760444700184,6.669423297192855,0.24457599346068254,8.514073134251376
lower_layer_mean_temperature_k,global,all_era5,mean_baseline,50.3+54.4,2,240,14.51978531861896,11.904808138337925,-3.647452710235181e-14,14.459286213124718,1.0041841004184098,0.0
lower_layer_mean_temperature_k,global,all_era5,linear_regression,50.3+54.4,2,240,1.6048431112728363,1.2135805232885388,-0.0013643171142033357,14.459286213124718,0.11099047958647623,88.9471980745134
lower_layer_mean_temperature_k,global,all_era5,ridge_regression,50.3+54.4,2,240,1.6509890124857267,1.2858849236782457,-2.670739670402137e-05,14.459286213124718,0.11418191660022065,88.62938413856136
lower_layer_mean_temperature_k,source_name,high_latitude_continental_2020,mean_baseline,50.3+54.4,2,60,1.9628582456336663,1.6880731119274397,-1.3737159558028604e-14,1.9301439415397743,1.0169491525423715,0.0
lower_layer_mean_temperature_k,source_name,high_latitude_continental_2020,linear_regression,50.3+54.4,2,60,0.9991342064801639,0.8335268362526956,-0.0035190731825210262,1.9301439415397743,0.5176475106219817,49.097994788838406
lower_layer_mean_temperature_k,source_name,high_latitude_continental_2020,ridge_regression,50.3+54.4,2,60,0.9986395984901213,0.8348546194617782,-0.0035427901317153974,1.9301439415397743,0.517391256163753,49.12319314389756
lower_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,mean_baseline,50.3+54.4,2,100,0.440528023832331,0.33445630930890957,-6.8212102632969615e-15,0.43612274359400777,1.01010101010101,0.0
lower_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,linear_regression,50.3+54.4,2,100,0.23468387940239685,0.19391946130996757,0.001475843253600715,0.43612274359400777,0.5381142874329596,46.726685544136984
lower_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,ridge_regression,50.3+54.4,2,100,0.2346585862838855,0.19420984666560684,0.0014577783184756754,0.43612274359400777,0.5380562920202395,46.73242708999628
lower_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,mean_baseline,50.3+54.4,2,80,1.3913005148696294,1.1542713149187371,-7.105427357601002e-16,1.3739092584337618,1.0126582278480991,0.0
lower_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,linear_regression,50.3+54.4,2,80,1.2494490581895503,1.006020849865577,0.0008579894465086113,1.3739092584337618,0.9094116300037934,10.19560153712522
lower_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,ridge_regression,50.3+54.4,2,80,1.2490554890505632,1.0058301791350026,0.0008676396076047865,1.3739092584337618,0.9091251706640873,10.223889396921205
lower_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,mean_baseline,50.3+54.4,2,240,1.2997317244650368,0.9461321785001513,-6.5133084111342514e-15,14.459286213124718,0.08988906542878086,0.0
lower_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,linear_regression,50.3+54.4,2,240,0.8904437985248352,0.6245217678975193,2.116287553957837e-05,14.459286213124718,0.061582832333492224,31.490185107904665
lower_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,ridge_regression,50.3+54.4,2,240,0.8901181973250639,0.6249111506877816,1.0923302304277626e-05,14.459286213124718,0.061560313849870554,31.515236523796307
upper_layer_mean_temperature_k,global,all_era5,mean_baseline,50.3+54.4,2,240,6.697328834001193,6.314122417112401,-2.2500519965736505e-15,6.669423297192855,1.00418410041841,0.0
upper_layer_mean_temperature_k,global,all_era5,linear_regression,50.3+54.4,2,240,3.377874993794152,2.681653143665044,0.00337833734956862,6.669423297192855,0.5064718257148099,49.56384735590018
upper_layer_mean_temperature_k,global,all_era5,ridge_regression,50.3+54.4,2,240,3.406164457876131,2.801292938177366,0.000779996689967651,6.669423297192855,0.5107134914213314,49.141448145959075
upper_layer_mean_temperature_k,source_name,high_latitude_continental_2020,mean_baseline,50.3+54.4,2,60,3.441336887472731,2.945238542287361,9.473903143468002e-16,3.3839812726815155,1.016949152542374,0.0
upper_layer_mean_temperature_k,source_name,high_latitude_continental_2020,linear_regression,50.3+54.4,2,60,3.096328462653786,2.591417223754323,-0.003095632897418928,3.3839812726815155,0.9149957441106673,10.025418495784477
upper_layer_mean_temperature_k,source_name,high_latitude_continental_2020,ridge_regression,50.3+54.4,2,60,3.095063732232022,2.5881441810237464,-0.0032908468434148593,3.3839812726815155,0.9146220037380551,10.062169632424666
upper_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,mean_baseline,50.3+54.4,2,100,0.32733466425554114,0.2681760367961877,7.105427357601002e-15,0.324061317612984,1.0101010101010155,0.0
upper_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,linear_regression,50.3+54.4,2,100,0.29915534555527196,0.24732086751801916,0.00041833928155909916,0.324061317612984,0.9231442609652768,8.608718164438079
upper_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,ridge_regression,50.3+54.4,2,100,0.2990754028471772,0.2473100315852261,0.0004140541258206554,0.324061317612984,0.9228975708984598,8.633140481052969
upper_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,mean_baseline,50.3+54.4,2,80,0.7218569347110927,0.5922586304225949,2.5224267119483555e-14,0.7128337230272038,1.0126582278481016,0.0
upper_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,linear_regression,50.3+54.4,2,80,0.7150254097625273,0.5975157653423583,-0.0031993631528496993,0.7128337230272038,1.0030746114620055,0.9463821181269982
upper_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,ridge_regression,50.3+54.4,2,80,0.7147780524249581,0.5973178072308777,-0.003142427559335914,0.7128337230272038,1.0027276058005465,0.9806489271960483
upper_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,mean_baseline,50.3+54.4,2,240,1.7829855198542681,1.0454691943777834,1.1605531350748303e-14,6.669423297192855,0.2673372854598572,0.0
upper_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,linear_regression,50.3+54.4,2,240,1.613853173727803,0.9500765891852082,-0.001666054574655007,6.669423297192855,0.24197791950123634,9.485906881637995
upper_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,ridge_regression,50.3+54.4,2,240,1.6132038427610624,0.9491878274934068,-0.001697665011540413,6.669423297192855,0.24188056011380415,9.522325066727566
lower_layer_mean_temperature_k,global,all_era5,mean_baseline,52.8+54.4,2,240,14.51978531861896,11.904808138337925,-3.647452710235181e-14,14.459286213124718,1.0041841004184098,0.0
lower_layer_mean_temperature_k,global,all_era5,linear_regression,52.8+54.4,2,240,1.3612436262583796,1.0832707477326229,1.4277178689188948e-05,14.459286213124718,0.09414321054263221,90.62490528346288
lower_layer_mean_temperature_k,global,all_era5,ridge_regression,52.8+54.4,2,240,1.4446946313872242,1.1563218102713528,0.0006099190287734757,14.459286213124718,0.09991465761815216,90.05016534552568
lower_layer_mean_temperature_k,source_name,high_latitude_continental_2020,mean_baseline,52.8+54.4,2,60,1.9628582456336663,1.6880731119274397,-1.3737159558028604e-14,1.9301439415397743,1.0169491525423715,0.0
lower_layer_mean_temperature_k,source_name,high_latitude_continental_2020,linear_regression,52.8+54.4,2,60,0.9066981282481784,0.6636705829710081,0.0018599965746574298,1.9301439415397743,0.4697567413158104,53.807253770611915
lower_layer_mean_temperature_k,source_name,high_latitude_continental_2020,ridge_regression,52.8+54.4,2,60,0.9064700795943027,0.6598087147527034,0.0016693422474276076,1.9301439415397743,0.4696385902033634,53.81887196333588
lower_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,mean_baseline,52.8+54.4,2,100,0.440528023832331,0.33445630930890957,-6.8212102632969615e-15,0.43612274359400777,1.01010101010101,0.0
lower_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,linear_regression,52.8+54.4,2,100,0.3331439444378829,0.254758610432296,0.00016364505510352956,0.43612274359400777,0.7638765676206304,24.376219805557575
lower_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,ridge_regression,52.8+54.4,2,100,0.3330615702348253,0.25472650482537235,0.00017315681388595293,0.43612274359400777,0.7636876891356911,24.394918775566566
lower_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,mean_baseline,52.8+54.4,2,80,1.3913005148696294,1.1542713149187371,-7.105427357601002e-16,1.3739092584337618,1.0126582278480991,0.0
lower_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,linear_regression,52.8+54.4,2,80,1.0390929760354484,0.8409063316082438,0.002891742154393739,1.3739092584337618,0.7563039332160848,25.31498659491147
lower_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,ridge_regression,52.8+54.4,2,80,1.0388641145034763,0.8409475425380755,0.0028409166346087034,1.3739092584337618,0.7561373563256772,25.33143606283922
lower_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,mean_baseline,52.8+54.4,2,240,1.2997317244650368,0.9461321785001513,-6.5133084111342514e-15,14.459286213124718,0.08988906542878086,0.0
lower_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,linear_regression,52.8+54.4,2,240,0.7820957836303911,0.55236917729229,0.0014970986347554078,14.459286213124718,0.05408951535384101,39.82636809513148
lower_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,ridge_regression,52.8+54.4,2,240,0.7819137131128936,0.5514040698781062,0.0014364564458456167,14.459286213124718,0.054076923410171465,39.84037641039151
upper_layer_mean_temperature_k,global,all_era5,mean_baseline,52.8+54.4,2,240,6.697328834001193,6.314122417112401,-2.2500519965736505e-15,6.669423297192855,1.00418410041841,0.0
upper_layer_mean_temperature_k,global,all_era5,linear_regression,52.8+54.4,2,240,3.216148412333637,2.543346502497592,0.0012543980193921555,6.669423297192855,0.48222286530940484,51.978639662938434
upper_layer_mean_temperature_k,global,all_era5,ridge_regression,52.8+54.4,2,240,3.265842975159001,2.6869182421473425,-0.0003968894953877348,6.669423297192855,0.4896739687423329,51.23663394607602
upper_layer_mean_temperature_k,source_name,high_latitude_continental_2020,mean_baseline,52.8+54.4,2,60,3.441336887472731,2.945238542287361,9.473903143468002e-16,3.3839812726815155,1.016949152542374,0.0
upper_layer_mean_temperature_k,source_name,high_latitude_continental_2020,linear_regression,52.8+54.4,2,60,3.228673056029713,2.7574736562981186,-0.009637555575846573,3.3839812726815155,0.9541048829360884,6.179686511284732
upper_layer_mean_temperature_k,source_name,high_latitude_continental_2020,ridge_regression,52.8+54.4,2,60,3.2265933151170842,2.751804489990553,-0.010098813953833977,3.3839812726815155,0.9534902988869928,6.2401206094458095
upper_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,mean_baseline,52.8+54.4,2,100,0.32733466425554114,0.2681760367961877,7.105427357601002e-15,0.324061317612984,1.0101010101010155,0.0
upper_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,linear_regression,52.8+54.4,2,100,0.32203011742514726,0.26080260041673964,0.00016589813932853302,0.324061317612984,0.9937320498392143,1.620527065918309
upper_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,ridge_regression,52.8+54.4,2,100,0.32196590158896954,0.26075193959684784,0.0001648969540718781,0.324061317612984,0.993533890316039,1.6401448587126555
upper_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,mean_baseline,52.8+54.4,2,80,0.7218569347110927,0.5922586304225949,2.5224267119483555e-14,0.7128337230272038,1.0126582278481016,0.0
upper_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,linear_regression,52.8+54.4,2,80,0.696200201288741,0.5759432188667002,0.0010258612993613524,0.7128337230272038,0.976665635756085,3.55426846908663
upper_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,ridge_regression,52.8+54.4,2,80,0.6959394245406668,0.5758353984965972,0.000999694126201689,0.7128337230272038,0.9762998046517893,3.5903942906358233
upper_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,mean_baseline,52.8+54.4,2,240,1.7829855198542681,1.0454691943777834,1.1605531350748303e-14,6.669423297192855,0.2673372854598572,0.0
upper_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,linear_regression,52.8+54.4,2,240,1.6765610877611683,0.9900172372037379,-0.001998310902787637,6.669423297192855,0.25138021880644895,5.968889309981518
upper_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,ridge_regression,52.8+54.4,2,240,1.6755185814876525,0.9885428968285238,-0.0021227650488613156,6.669423297192855,0.25122390749929974,6.0273590093653295
lower_layer_mean_temperature_k,global,all_era5,mean_baseline,50.3,1,240,14.51978531861896,11.904808138337925,-3.647452710235181e-14,14.459286213124718,1.0041841004184098,0.0
lower_layer_mean_temperature_k,global,all_era5,linear_regression,50.3,1,240,1.727751949612251,1.4043239919526513,0.0036606514292357654,14.459286213124718,0.11949081885134605,88.10070595605345
lower_layer_mean_temperature_k,global,all_era5,ridge_regression,50.3,1,240,1.7288296334263777,1.3895619540234572,0.003645398714938253,14.459286213124718,0.11956535114832406,88.09328378147939
lower_layer_mean_temperature_k,source_name,high_latitude_continental_2020,mean_baseline,50.3,1,60,1.9628582456336663,1.6880731119274397,-1.3737159558028604e-14,1.9301439415397743,1.0169491525423715,0.0
lower_layer_mean_temperature_k,source_name,high_latitude_continental_2020,linear_regression,50.3,1,60,1.1840425371503471,1.0258502103917384,-0.010153515662551153,1.9301439415397743,0.6134477909485735,39.67763389005686
lower_layer_mean_temperature_k,source_name,high_latitude_continental_2020,ridge_regression,50.3,1,60,1.1837475326554148,1.0290981959824597,-0.009984290401502468,1.9301439415397743,0.613294950277687,39.69266322269404
lower_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,mean_baseline,50.3,1,100,0.440528023832331,0.33445630930890957,-6.8212102632969615e-15,0.43612274359400777,1.01010101010101,0.0
lower_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,linear_regression,50.3,1,100,0.2531168795131272,0.20572217800955173,0.001258313829069948,0.43612274359400777,0.5803799119193769,42.54238871998167
lower_layer_mean_temperature_k,source_name,lower_latitude_maritime_2020,ridge_regression,50.3,1,100,0.25312290415846894,0.20572673672360453,0.0012457306907822385,0.43612274359400777,0.5803937260243054,42.54102112359375
lower_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,mean_baseline,50.3,1,80,1.3913005148696294,1.1542713149187371,-7.105427357601002e-16,1.3739092584337618,1.0126582278480991,0.0
lower_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,linear_regression,50.3,1,80,1.2788441619668627,1.0219045788609336,0.0007434683771293749,1.3739092584337618,0.9308068594171408,8.082822632557162
lower_layer_mean_temperature_k,source_name,winter_midlatitude_maritime_sample,ridge_regression,50.3,1,80,1.2786986824182263,1.0213923383586931,0.0007341750223716304,1.3739092584337618,0.9307009721121798,8.09327900392205
lower_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,mean_baseline,50.3,1,240,1.2997317244650368,0.9461321785001513,-6.5133084111342514e-15,14.459286213124718,0.08988906542878086,0.0
lower_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,linear_regression,50.3,1,240,0.9603810235701382,0.6828149863888924,-0.0017662586944821848,14.459286213124718,0.06641967033603628,26.10928813287017
lower_layer_mean_temperature_k,source_name_pooled,all_sources_pooled,ridge_regression,50.3,1,240,0.9602261872394037,0.6834581354166811,-0.0017322931384258075,14.459286213124718,0.06640896190074755,26.121201078274204
