evaluation_split,noise_case,feature_case,model_name,source_name,count,mae_k,bias_k,rmse_k,lower_layer_temperature_std,lower_layer_temperature_range,mean_baseline_rmse_k,target_std_k,target_range_k,normalized_rmse,rmse_reduction_vs_baseline_pct
era5_leave_one_profile_out,degraded_nedt,drop_52_8,mean_baseline,winter_midlatitude_maritime_sample,80,1.2157765017393616,0.9314164197594295,1.664629773381927,1.3739092584337618,4.448081970214787,1.664629773381927,1.3739092584337618,4.448081970214787,1.2116009577514477,0.0
era5_leave_one_profile_out,degraded_nedt,drop_52_8,ridge_regression,high_latitude_continental_2020,60,1.8614671696542657,1.3356350293692312,2.153257969219386,1.9301439415397743,6.587151845296262,22.461934186294627,1.9301439415397743,6.587151845296262,1.1155945019839413,90.41374642379097
era5_leave_one_profile_out,degraded_nedt,drop_52_8,ridge_regression,lower_latitude_maritime_2020,100,0.6497398577964879,0.5809134767154427,0.8009325885214996,0.43612274359400777,2.0858866373698106,14.178790901112688,0.43612274359400777,2.0858866373698106,1.8364843390673933,94.35119260797727
era5_leave_one_profile_out,degraded_nedt,drop_52_8,ridge_regression,winter_midlatitude_maritime_sample,80,1.9313790871738092,-1.7232451605205,2.198585602162732,1.3739092584337618,4.448081970214787,1.664629773381927,1.3739092584337618,4.448081970214787,1.6002407645677346,-32.07655163442136
era5_leave_one_profile_out,degraded_nedt,drop_54_4,linear_regression,high_latitude_continental_2020,60,1.697138926846939,1.3570103197248387,1.9186551855132357,1.9301439415397743,6.587151845296262,22.461934186294627,1.9301439415397743,6.587151845296262,0.9940477205977842,91.45819247086958
era5_leave_one_profile_out,degraded_nedt,drop_54_4,linear_regression,lower_latitude_maritime_2020,100,0.7760350240080208,0.7464163172242217,0.8830874923235607,0.43612274359400777,2.0858866373698106,14.178790901112688,0.43612274359400777,2.0858866373698106,2.0248599856228506,93.77177152493122
era5_leave_one_profile_out,degraded_nedt,drop_54_4,linear_regression,winter_midlatitude_maritime_sample,80,2.0348901534715296,-1.9370461842425002,2.3058220910092615,1.3739092584337618,4.448081970214787,1.664629773381927,1.3739092584337618,4.448081970214787,1.67829285438972,-38.518614041407105
era5_leave_one_profile_out,degraded_nedt,drop_54_4,mean_baseline,high_latitude_continental_2020,60,22.378154329009917,22.378154329009917,22.461934186294627,1.9301439415397743,6.587151845296262,22.461934186294627,1.9301439415397743,6.587151845296262,11.63743993537373,0.0
era5_leave_one_profile_out,degraded_nedt,drop_54_4,mean_baseline,lower_latitude_maritime_2020,100,14.172025733213582,-14.172025733213582,14.178790901112688,0.43612274359400777,2.0858866373698106,14.178790901112688,0.43612274359400777,2.0858866373698106,32.51101005250922,0.0
era5_leave_one_profile_out,degraded_nedt,drop_54_4,mean_baseline,winter_midlatitude_maritime_sample,80,1.2157765017393616,0.9314164197594295,1.664629773381927,1.3739092584337618,4.448081970214787,1.664629773381927,1.3739092584337618,4.448081970214787,1.2116009577514477,0.0
