target_name,degraded_channel_ghz,noise_factor,setup_type,group_name,model_name,n_samples,rmse_k,mae_k,bias_k,target_std_k,normalized_rmse,rmse_reduction_vs_baseline_pct
upper_layer_mean_temperature_k,50.3,3.0,source_name_pooled,all_sources_pooled,ridge_regression,240,1.652724027171841,0.9605807623050562,-0.004088726441648068,6.669423297192855,0.24780613758126116,7.305807659788166
lower_layer_mean_temperature_k,50.3,5.0,global,all_era5,mean_baseline,240,14.51978531861896,11.904808138337925,-3.647452710235181e-14,14.459286213124718,1.0041841004184098,0.0
lower_layer_mean_temperature_k,50.3,5.0,global,all_era5,linear_regression,240,1.3590585836458275,1.0803548011154376,0.0002521397282674087,14.459286213124718,0.0939920936354526,90.63995400880283
lower_layer_mean_temperature_k,50.3,5.0,global,all_era5,ridge_regression,240,1.4508408789270537,1.1636151526466736,0.0004457279345977838,14.459286213124718,0.10033973029803664,90.00783519115384
lower_layer_mean_temperature_k,50.3,5.0,source_name,high_latitude_continental_2020,mean_baseline,60,1.9628582456336663,1.6880731119274397,-1.3737159558028604e-14,1.9301439415397743,1.0169491525423715,0.0
lower_layer_mean_temperature_k,50.3,5.0,source_name,high_latitude_continental_2020,linear_regression,60,0.9143979304632517,0.6697330018191716,0.0032979767412238442,1.9301439415397743,0.4737459786205322,53.41497876898094
lower_layer_mean_temperature_k,50.3,5.0,source_name,high_latitude_continental_2020,ridge_regression,60,0.9133420144615296,0.6702530754348857,0.002459201243778845,1.9301439415397743,0.4731989126846727,53.468773586007124
lower_layer_mean_temperature_k,50.3,5.0,source_name,lower_latitude_maritime_2020,mean_baseline,100,0.440528023832331,0.33445630930890957,-6.8212102632969615e-15,0.43612274359400777,1.01010101010101,0.0
lower_layer_mean_temperature_k,50.3,5.0,source_name,lower_latitude_maritime_2020,linear_regression,100,0.3191442860984554,0.25151288736777133,0.00023348955999608734,0.43612274359400777,0.7317762964353698,27.55414665289837
lower_layer_mean_temperature_k,50.3,5.0,source_name,lower_latitude_maritime_2020,ridge_regression,100,0.319035872479864,0.25120359394024033,0.00024267712943810694,0.43612274359400777,0.7315277113290348,27.578756578425534
lower_layer_mean_temperature_k,50.3,5.0,source_name,winter_midlatitude_maritime_sample,mean_baseline,80,1.3913005148696294,1.1542713149187371,-7.105427357601002e-16,1.3739092584337618,1.0126582278480991,0.0
lower_layer_mean_temperature_k,50.3,5.0,source_name,winter_midlatitude_maritime_sample,linear_regression,80,1.0527676592448791,0.8548167522803183,0.002208948067030292,1.3739092584337618,0.7662570528457027,24.332116031486706
lower_layer_mean_temperature_k,50.3,5.0,source_name,winter_midlatitude_maritime_sample,ridge_regression,80,1.052341280296386,0.8545746764430404,0.0021913453734612176,1.3739092584337618,0.765946712882655,24.362762102837653
lower_layer_mean_temperature_k,50.3,5.0,source_name_pooled,all_sources_pooled,mean_baseline,240,1.2997317244650368,0.9461321785001513,-6.5133084111342514e-15,14.459286213124718,0.08988906542878086,0.0
lower_layer_mean_temperature_k,50.3,5.0,source_name_pooled,all_sources_pooled,linear_regression,240,0.787978165933796,0.5571692042848038,0.0016580975243144281,14.459286213124718,0.05449633919124907,39.3737837507872
lower_layer_mean_temperature_k,50.3,5.0,source_name_pooled,all_sources_pooled,ridge_regression,240,0.787463704277337,0.5570896584815017,0.0014463642393643284,14.459286213124718,0.05446075917375195,39.4133658927612
upper_layer_mean_temperature_k,50.3,5.0,global,all_era5,mean_baseline,240,6.697328834001193,6.314122417112401,-2.2500519965736505e-15,6.669423297192855,1.00418410041841,0.0
upper_layer_mean_temperature_k,50.3,5.0,global,all_era5,linear_regression,240,3.22930421554875,2.5556845729054887,0.0017099231132533532,6.669423297192855,0.48419542015093814,51.78220607663574
upper_layer_mean_temperature_k,50.3,5.0,global,all_era5,ridge_regression,240,3.278763958244711,2.690715078753067,0.0004670401367870151,6.669423297192855,0.49161131512296347,51.043706535671554
upper_layer_mean_temperature_k,50.3,5.0,source_name,high_latitude_continental_2020,mean_baseline,60,3.441336887472731,2.945238542287361,9.473903143468002e-16,3.3839812726815155,1.016949152542374,0.0
upper_layer_mean_temperature_k,50.3,5.0,source_name,high_latitude_continental_2020,linear_regression,60,3.23341822329254,2.709540186869238,-0.03289642970379939,3.3839812726815155,0.9555071268849938,6.041799189642361
upper_layer_mean_temperature_k,50.3,5.0,source_name,high_latitude_continental_2020,ridge_regression,60,3.223388141495495,2.701884603399285,-0.0298451826545976,3.3839812726815155,0.9525431383198039,6.333258065219383
