profile_index,profile_id,valid_time,latitude,longitude,region_name,source_name,climate_regime,surface_type,season_label,sample_group,frequency_ghz,tb_base_k,dTb_lower_k,dTb_upper_k,nedt_k,lower_ratio,upper_ratio,surface_temperature_k,min_temperature_k,max_temperature_k,mean_temperature_k,lower_layer_mean_temperature_k,upper_layer_mean_temperature_k,mean_h2o_vmr,lower_layer_mean_h2o_vmr,upper_layer_mean_h2o_vmr,min_h2o_vmr,max_h2o_vmr
47,winter_midlatitude_maritime_sample_t02_loc07,2020-01-01T12:00:00.000000000,57.75,11.0,northern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_east_loc02,54.4,231.61368309791413,0.10090485088750256,0.49118013592817533,0.7,0.14414978698214653,0.701685908468822,278.0047607421875,195.13929748535156,280.84649658203125,240.04719048577385,276.96648661295575,211.19747585720486,0.0011463056260532598,0.003307731947344652,1.609729571950929e-05,4.6749925219897415e-06,0.007012922622526764
48,winter_midlatitude_maritime_sample_t02_loc08,2020-01-01T12:00:00.000000000,57.75,10.75,northern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_east_loc03,50.3,271.3740992173758,0.14259197520459566,0.0924758318215595,0.3,0.4753065840153189,0.3082527727385317,277.9793701171875,195.49867248535156,281.0900573730469,239.9944033236117,277.0218251546224,211.04724799262152,0.0011742455928957123,0.003396812465588809,1.6006871931402607e-05,4.676162346467873e-06,0.007027616488717646
48,winter_midlatitude_maritime_sample_t02_loc08,2020-01-01T12:00:00.000000000,57.75,10.75,northern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_east_loc03,52.8,260.6420285001311,0.24966273673453543,0.1873174088004248,0.5,0.49932547346907086,0.3746348176008496,277.9793701171875,195.49867248535156,281.0900573730469,239.9944033236117,277.0218251546224,211.04724799262152,0.0011742455928957123,0.003396812465588809,1.6006871931402607e-05,4.676162346467873e-06,0.007027616488717646
48,winter_midlatitude_maritime_sample_t02_loc08,2020-01-01T12:00:00.000000000,57.75,10.75,northern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_east_loc03,54.4,231.6251553983353,0.10091048177793027,0.4912044093223358,0.7,0.14415783111132896,0.701720584746194,277.9793701171875,195.49867248535156,281.0900573730469,239.9944033236117,277.0218251546224,211.04724799262152,0.0011742455928957123,0.003396812465588809,1.6006871931402607e-05,4.676162346467873e-06,0.007027616488717646
49,winter_midlatitude_maritime_sample_t02_loc09,2020-01-01T12:00:00.000000000,57.5,11.0,northern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_east_loc04,50.3,271.1792566921075,0.1407705063766116,0.09214997813285208,0.3,0.469235021255372,0.3071665937761736,277.6981201171875,195.2906494140625,281.23712158203125,240.2002996496252,277.0730946858724,211.4727579752604,0.001072861996779539,0.0030557359531369383,1.592613020742124e-05,4.675273279864338e-06,0.006976575786619132
49,winter_midlatitude_maritime_sample_t02_loc09,2020-01-01T12:00:00.000000000,57.5,11.0,northern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_east_loc04,52.8,260.5524379416552,0.24856616076635873,0.18690077254871085,0.5,0.49713232153271747,0.3738015450974217,277.6981201171875,195.2906494140625,281.23712158203125,240.2002996496252,277.0730946858724,211.4727579752604,0.001072861996779539,0.0030557359531369383,1.592613020742124e-05,4.675273279864338e-06,0.006976575786619132
49,winter_midlatitude_maritime_sample_t02_loc09,2020-01-01T12:00:00.000000000,57.5,11.0,northern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_east_loc04,54.4,231.63479227149872,0.10078093755379314,0.49114332741342537,0.7,0.1439727679339902,0.701633324876322,277.6981201171875,195.2906494140625,281.23712158203125,240.2002996496252,277.0730946858724,211.4727579752604,0.001072861996779539,0.0030557359531369383,1.592613020742124e-05,4.675273279864338e-06,0.006976575786619132
50,winter_midlatitude_maritime_sample_t02_loc10,2020-01-01T12:00:00.000000000,57.0,10.0,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc00,50.3,270.7100604795007,0.1368034652129495,0.09154192399273597,0.3,0.4560115507098317,0.30513974664245325,276.9735107421875,195.3726806640625,281.3420104980469,240.42622870367927,277.2425282796224,211.80782741970486,0.00083857186428144,0.002303820408697759,1.4324405607916764e-05,4.675694416676415e-06,0.007186172580791903
50,winter_midlatitude_maritime_sample_t02_loc10,2020-01-01T12:00:00.000000000,57.0,10.0,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc00,52.8,260.3955815625575,0.24613959966205812,0.1862626373316516,0.5,0.49227919932411623,0.3725252746633032,276.9735107421875,195.3726806640625,281.3420104980469,240.42622870367927,277.2425282796224,211.80782741970486,0.00083857186428144,0.002303820408697759,1.4324405607916764e-05,4.675694416676415e-06,0.007186172580791903
50,winter_midlatitude_maritime_sample_t02_loc10,2020-01-01T12:00:00.000000000,57.0,10.0,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc00,54.4,231.73859461151545,0.10043715714525092,0.49122010798856763,0.7,0.1434816530646442,0.7017430114122395,276.9735107421875,195.3726806640625,281.3420104980469,240.42622870367927,277.2425282796224,211.80782741970486,0.00083857186428144,0.002303820408697759,1.4324405607916764e-05,4.675694416676415e-06,0.007186172580791903
51,winter_midlatitude_maritime_sample_t02_loc11,2020-01-01T12:00:00.000000000,57.0,10.25,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc01,50.3,270.7308904791194,0.1363064942197525,0.09153118718950282,0.3,0.45435498073250835,0.3051039572983427,276.9832763671875,195.3472900390625,281.6408386230469,240.47785454827385,277.42628479003906,211.8233439127604,0.0008334407911559066,0.0022794399830888246,1.4522675949291685e-05,4.675554037739032e-06,0.007142083127675054
51,winter_midlatitude_maritime_sample_t02_loc11,2020-01-01T12:00:00.000000000,57.0,10.25,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc01,52.8,260.41651656378895,0.24586315247506718,0.1862398809938668,0.5,0.49172630495013436,0.3724797619877336,276.9832763671875,195.3472900390625,281.6408386230469,240.47785454827385,277.42628479003906,211.8233439127604,0.0008334407911559066,0.0022794399830888246,1.4522675949291685e-05,4.675554037739032e-06,0.007142083127675054
51,winter_midlatitude_maritime_sample_t02_loc11,2020-01-01T12:00:00.000000000,57.0,10.25,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc01,54.4,231.7214442162593,0.10044363781329935,0.49118278012630867,0.7,0.14349091116185622,0.7016896858947267,276.9832763671875,195.3472900390625,281.6408386230469,240.47785454827385,277.42628479003906,211.8233439127604,0.0008334407911559066,0.0022794399830888246,1.4522675949291685e-05,4.675554037739032e-06,0.007142083127675054
52,winter_midlatitude_maritime_sample_t02_loc12,2020-01-01T12:00:00.000000000,57.25,10.0,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc02,50.3,270.90538895507905,0.13867563549143824,0.09184650768224856,0.3,0.4622521183047942,0.3061550256074952,277.2781982421875,195.5953369140625,281.4357604980469,240.21526481009818,277.0892079671224,211.45496283637152,0.0009373251625365824,0.002626622517547614,1.4755120242672481e-05,4.6767238622179805e-06,0.007125840251774131
52,winter_midlatitude_maritime_sample_t02_loc12,2020-01-01T12:00:00.000000000,57.25,10.0,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc02,52.8,260.464528450026,0.24726970230437928,0.18661991018814206,0.5,0.49453940460875856,0.3732398203762841,277.2781982421875,195.5953369140625,281.4357604980469,240.21526481009818,277.0892079671224,211.45496283637152,0.0009373251625365824,0.002626622517547614,1.4755120242672481e-05,4.6767238622179805e-06,0.007125840251774131
52,winter_midlatitude_maritime_sample_t02_loc12,2020-01-01T12:00:00.000000000,57.25,10.0,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc02,54.4,231.7144132902375,0.10056618525271688,0.4912411296782011,0.7,0.1436659789324527,0.7017730423974302,277.2781982421875,195.5953369140625,281.4357604980469,240.21526481009818,277.0892079671224,211.45496283637152,0.0009373251625365824,0.002626622517547614,1.4755120242672481e-05,4.6767238622179805e-06,0.007125840251774131
53,winter_midlatitude_maritime_sample_t02_loc13,2020-01-01T12:00:00.000000000,57.25,10.25,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc03,50.3,270.9390001533072,0.13828192480991675,0.09185548603863936,0.3,0.46093974936638915,0.3061849534621312,277.3055419921875,195.5582275390625,281.6916198730469,240.27024263949008,277.26173400878906,211.47850884331598,0.0009378312551448734,0.0026202025078123554,1.5041681288523725e-05,4.67667706923879e-06,0.007087941478632743
53,winter_midlatitude_maritime_sample_t02_loc13,2020-01-01T12:00:00.000000000,57.25,10.25,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc03,52.8,260.4926863118029,0.24705309757842997,0.18661935491269332,0.5,0.49410619515685994,0.37323870982538665,277.3055419921875,195.5582275390625,281.6916198730469,240.27024263949008,277.26173400878906,211.47850884331598,0.0009378312551448734,0.0026202025078123554,1.5041681288523725e-05,4.67667706923879e-06,0.007087941478632743
53,winter_midlatitude_maritime_sample_t02_loc13,2020-01-01T12:00:00.000000000,57.25,10.25,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc03,54.4,231.70067200858423,0.10057601734214927,0.4912079155448623,0.7,0.14368002477449895,0.7017255936355177,277.3055419921875,195.5582275390625,281.6916198730469,240.27024263949008,277.26173400878906,211.47850884331598,0.0009378312551448734,0.0026202025078123554,1.5041681288523725e-05,4.67667706923879e-06,0.007087941478632743
54,winter_midlatitude_maritime_sample_t02_loc14,2020-01-01T12:00:00.000000000,57.0,10.5,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc04,50.3,270.7148239047804,0.13584522843257218,0.09148690681519156,0.3,0.45281742810857395,0.30495635605063853,276.9578857421875,195.2681884765625,281.7990417480469,240.51256210739547,277.50603739420575,211.8702189127604,0.0008183000975122148,0.002223358908675009,1.455931491420637e-05,4.675226486885232e-06,0.007087941478632743
54,winter_midlatitude_maritime_sample_t02_loc14,2020-01-01T12:00:00.000000000,57.0,10.5,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc04,52.8,260.40469898117084,0.24560876431968381,0.18617734202086922,0.5,0.49121752863936763,0.37235468404173844,276.9578857421875,195.2681884765625,281.7990417480469,240.51256210739547,277.50603739420575,211.8702189127604,0.0008183000975122148,0.002223358908675009,1.455931491420637e-05,4.675226486885232e-06,0.007087941478632743
54,winter_midlatitude_maritime_sample_t02_loc14,2020-01-01T12:00:00.000000000,57.0,10.5,southern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_west_loc04,54.4,231.7015917325704,0.1004440750988067,0.4911448663789315,0.7,0.14349153585543817,0.7016355233984737,276.9578857421875,195.2681884765625,281.7990417480469,240.51256210739547,277.50603739420575,211.8702189127604,0.0008183000975122148,0.002223358908675009,1.455931491420637e-05,4.675226486885232e-06,0.007087941478632743
55,winter_midlatitude_maritime_sample_t02_loc15,2020-01-01T12:00:00.000000000,57.0,11.0,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc00,50.3,270.66829573937036,0.13620449970295567,0.0913972861739012,0.3,0.45401499900985226,0.30465762057967066,276.9188232421875,194.9117431640625,281.6896667480469,240.5529970736117,277.39324442545575,212.04751925998264,0.0008413770658885695,0.0022847650535222238,1.4242582125398995e-05,4.672886837933395e-06,0.007082527513393184
55,winter_midlatitude_maritime_sample_t02_loc15,2020-01-01T12:00:00.000000000,57.0,11.0,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc00,52.8,260.3525920094559,0.24580481234067975,0.18605445690138822,0.5,0.4916096246813595,0.37210891380277644,276.9188232421875,194.9117431640625,281.6896667480469,240.5529970736117,277.39324442545575,212.04751925998264,0.0008413770658885695,0.0022847650535222238,1.4242582125398995e-05,4.672886837933395e-06,0.007082527513393184
55,winter_midlatitude_maritime_sample_t02_loc15,2020-01-01T12:00:00.000000000,57.0,11.0,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc00,54.4,231.6807656773765,0.100466557850865,0.49109089054707056,0.7,0.1435236540726643,0.7015584150672437,276.9188232421875,194.9117431640625,281.6896667480469,240.5529970736117,277.39324442545575,212.04751925998264,0.0008413770658885695,0.0022847650535222238,1.4242582125398995e-05,4.672886837933395e-06,0.007082527513393184
56,winter_midlatitude_maritime_sample_t02_loc16,2020-01-01T12:00:00.000000000,57.0,10.75,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc01,50.3,270.6860458343663,0.1359538839412835,0.09143264530587203,0.3,0.4531796131376117,0.3047754843529068,276.9285888671875,195.1256103515625,281.8029479980469,240.5318030280036,277.4764149983724,211.9463907877604,0.0008290494245472863,0.0022511666973166334,1.436001344507656e-05,4.674009869429427e-06,0.007095675777661465
56,winter_midlatitude_maritime_sample_t02_loc16,2020-01-01T12:00:00.000000000,57.0,10.75,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc01,52.8,260.37618613434955,0.2456657011151151,0.18610282694788793,0.5,0.4913314022302302,0.37220565389577587,276.9285888671875,195.1256103515625,281.8029479980469,240.5318030280036,277.4764149983724,211.9463907877604,0.0008290494245472863,0.0022511666973166334,1.436001344507656e-05,4.674009869429427e-06,0.007095675777661465
56,winter_midlatitude_maritime_sample_t02_loc16,2020-01-01T12:00:00.000000000,57.0,10.75,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc01,54.4,231.6863749562194,0.10045671950499013,0.49111114793294064,0.7,0.14350959929284304,0.7015873541899152,276.9285888671875,195.1256103515625,281.8029479980469,240.5318030280036,277.4764149983724,211.9463907877604,0.0008290494245472863,0.0022511666973166334,1.436001344507656e-05,4.674009869429427e-06,0.007095675777661465
57,winter_midlatitude_maritime_sample_t02_loc17,2020-01-01T12:00:00.000000000,57.25,11.0,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc02,50.3,270.88669101986835,0.13832066147051592,0.09175468078444737,0.3,0.4610688715683864,0.30584893594815793,277.2528076171875,195.0318603515625,281.60626220703125,240.37850910908466,277.2513173421224,211.75384521484375,0.0009561914473800463,0.0026625374030870637,1.5283353453320176e-05,4.674618178157099e-06,0.007046950930601466
57,winter_midlatitude_maritime_sample_t02_loc17,2020-01-01T12:00:00.000000000,57.25,11.0,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc02,52.8,260.4373403297791,0.24706734013847154,0.1864655795243948,0.5,0.4941346802769431,0.3729311590487896,277.2528076171875,195.0318603515625,281.60626220703125,240.37850910908466,277.2513173421224,211.75384521484375,0.0009561914473800463,0.0026625374030870637,1.5283353453320176e-05,4.674618178157099e-06,0.007046950930601466
57,winter_midlatitude_maritime_sample_t02_loc17,2020-01-01T12:00:00.000000000,57.25,11.0,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc02,54.4,231.65524649672517,0.10060918754757608,0.4911134129413881,0.7,0.14372741078225157,0.7015905899162688,277.2528076171875,195.0318603515625,281.60626220703125,240.37850910908466,277.2513173421224,211.75384521484375,0.0009561914473800463,0.0026625374030870637,1.5283353453320176e-05,4.674618178157099e-06,0.007046950930601466
58,winter_midlatitude_maritime_sample_t02_loc18,2020-01-01T12:00:00.000000000,57.25,10.75,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc03,50.3,270.9145725129614,0.13805976611325832,0.09179286273450771,0.3,0.46019922037752775,0.3059762091150257,277.2742919921875,195.2926025390625,281.7912292480469,240.35135011415224,277.3440907796224,211.63204616970486,0.0009432373958032087,0.0026263770663412477,1.5357439769913728e-05,4.675647623697285e-06,0.007070926281546698
58,winter_midlatitude_maritime_sample_t02_loc18,2020-01-01T12:00:00.000000000,57.25,10.75,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc03,52.8,260.4683891584591,0.24692874184694347,0.1865209664226768,0.5,0.49385748369388693,0.3730419328453536,277.2742919921875,195.2926025390625,281.7912292480469,240.35135011415224,277.3440907796224,211.63204616970486,0.0009432373958032087,0.0026263770663412477,1.5357439769913728e-05,4.675647623697285e-06,0.007070926281546698
58,winter_midlatitude_maritime_sample_t02_loc18,2020-01-01T12:00:00.000000000,57.25,10.75,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc03,54.4,231.66605583397356,0.10059979289275134,0.49113851308885614,0.7,0.14371398984678763,0.7016264472697945,277.2742919921875,195.2926025390625,281.7912292480469,240.35135011415224,277.3440907796224,211.63204616970486,0.0009432373958032087,0.0026263770663412477,1.5357439769913728e-05,4.675647623697285e-06,0.007070926281546698
59,winter_midlatitude_maritime_sample_t02_loc19,2020-01-01T12:00:00.000000000,57.25,10.5,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc04,50.3,270.939115336876,0.1380281240021759,0.09183493411279642,0.3,0.46009374667391967,0.3061164470426547,277.2996826171875,195.4625244140625,281.8224792480469,240.31788305334143,277.35548400878906,211.5388387044271,0.00093798854434677,0.0026138207677798724,1.539511869058929e-05,4.67667706923879e-06,0.00706860605517979
59,winter_midlatitude_maritime_sample_t02_loc19,2020-01-01T12:00:00.000000000,57.25,10.5,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc04,52.8,260.49242901381393,0.24691284740049468,0.18658272899324402,0.5,0.49382569480098937,0.37316545798648804,277.2996826171875,195.4625244140625,281.8224792480469,240.31788305334143,277.35548400878906,211.5388387044271,0.00093798854434677,0.0026138207677798724,1.539511869058929e-05,4.67667706923879e-06,0.00706860605517979
59,winter_midlatitude_maritime_sample_t02_loc19,2020-01-01T12:00:00.000000000,57.25,10.5,southern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,southern_sector_east_loc04,54.4,231.6829337644866,0.10058713077879133,0.4911731157739325,0.7,0.14369590111255906,0.7016758796770465,277.2996826171875,195.4625244140625,281.8224792480469,240.31788305334143,277.35548400878906,211.5388387044271,0.00093798854434677,0.0026138207677798724,1.539511869058929e-05,4.67667706923879e-06,0.00706860605517979
60,winter_midlatitude_maritime_sample_t03_loc00,2020-01-01T18:00:00.000000000,58.0,10.0,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc00,50.3,272.19559651065845,0.14677626814977884,0.09250398154955519,0.3,0.4892542271659295,0.308346605165184,278.96087646484375,195.11752319335938,282.2708740234375,240.70891055545292,277.7629216512044,211.96721988254123,0.0015658706632077756,0.004489332570392928,1.324904008421261e-05,4.638002672869161e-06,0.007777074184961086
60,winter_midlatitude_maritime_sample_t03_loc00,2020-01-01T18:00:00.000000000,58.0,10.0,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc00,52.8,261.22569509739753,0.2519011054724274,0.18720595248242944,0.5,0.5038022109448548,0.3744119049648589,278.96087646484375,195.11752319335938,282.2708740234375,240.70891055545292,277.7629216512044,211.96721988254123,0.0015658706632077756,0.004489332570392928,1.324904008421261e-05,4.638002672869161e-06,0.007777074184961086
60,winter_midlatitude_maritime_sample_t03_loc00,2020-01-01T18:00:00.000000000,58.0,10.0,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc00,54.4,231.98727156818134,0.10085387645639798,0.4914851649568277,0.7,0.14407696636628284,0.7021216642240397,278.96087646484375,195.11752319335938,282.2708740234375,240.70891055545292,277.7629216512044,211.96721988254123,0.0015658706632077756,0.004489332570392928,1.324904008421261e-05,4.638002672869161e-06,0.007777074184961086
61,winter_midlatitude_maritime_sample_t03_loc01,2020-01-01T18:00:00.000000000,58.0,10.25,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc01,50.3,272.21240169058075,0.14660429980835943,0.09250870086373197,0.3,0.48868099936119813,0.3083623362124399,278.99407958984375,195.35678100585938,282.4134521484375,240.66686558079076,277.8290023803711,211.88030582004123,0.0015609660286126166,0.0044703117204884625,1.3805360315539926e-05,4.639219290270472e-06,0.0076795451809307715
61,winter_midlatitude_maritime_sample_t03_loc01,2020-01-01T18:00:00.000000000,58.0,10.25,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc01,52.8,261.2179261238508,0.2518096924291058,0.18717076068418237,0.5,0.5036193848582116,0.37434152136836474,278.99407958984375,195.35678100585938,282.4134521484375,240.66686558079076,277.8290023803711,211.88030582004123,0.0015609660286126166,0.0044703117204884625,1.3805360315539926e-05,4.639219290270472e-06,0.0076795451809307715
61,winter_midlatitude_maritime_sample_t03_loc01,2020-01-01T18:00:00.000000000,58.0,10.25,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc01,54.4,231.94787069746522,0.1008802107111535,0.49144924499495346,0.7,0.1441145867302193,0.7020703499927907,278.99407958984375,195.35678100585938,282.4134521484375,240.66686558079076,277.8290023803711,211.88030582004123,0.0015609660286126166,0.0044703117204884625,1.3805360315539926e-05,4.639219290270472e-06,0.0076795451809307715
62,winter_midlatitude_maritime_sample_t03_loc02,2020-01-01T18:00:00.000000000,57.75,10.0,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc02,50.3,272.04510847373336,0.14619250711820087,0.09230217416910591,0.3,0.48730835706066955,0.3076739138970197,278.72650146484375,195.25521850585938,281.7767333984375,240.8125581483583,277.6877263387044,212.1985566880968,0.0015233440136414296,0.004384061726716907,1.3188681137165623e-05,4.644272931803319e-06,0.007640072503105846
62,winter_midlatitude_maritime_sample_t03_loc02,2020-01-01T18:00:00.000000000,57.75,10.0,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc02,52.8,261.1767272862721,0.25153349882083376,0.18700573996250114,0.5,0.5030669976416675,0.3740114799250023,278.72650146484375,195.25521850585938,281.7767333984375,240.8125581483583,277.6877263387044,212.1985566880968,0.0015233440136414296,0.004384061726716907,1.3188681137165623e-05,4.644272931803319e-06,0.007640072503105846
62,winter_midlatitude_maritime_sample_t03_loc02,2020-01-01T18:00:00.000000000,57.75,10.0,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc02,54.4,232.03508530954733,0.1007785755799091,0.49150959529910665,0.7,0.14396939368558445,0.7021565647130096,278.72650146484375,195.25521850585938,281.7767333984375,240.8125581483583,277.6877263387044,212.1985566880968,0.0015233440136414296,0.004384061726716907,1.3188681137165623e-05,4.644272931803319e-06,0.007640072503105846
63,winter_midlatitude_maritime_sample_t03_loc03,2020-01-01T18:00:00.000000000,57.75,10.25,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc03,50.3,272.00603009090565,0.14579767941506816,0.09226990168627935,0.3,0.4859922647168939,0.30756633895426455,278.67572021484375,195.43588256835938,282.0462646484375,240.78904146761508,277.7769190470378,212.13838958740234,0.001512856952949428,0.004348612353119902,1.3061886413181082e-05,4.6454895492141205e-06,0.007570419541774388
63,winter_midlatitude_maritime_sample_t03_loc03,2020-01-01T18:00:00.000000000,57.75,10.25,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc03,52.8,261.1450896100751,0.25129427174721286,0.18695180571626224,0.5,0.5025885434944257,0.3739036114325245,278.67572021484375,195.43588256835938,282.0462646484375,240.78904146761508,277.7769190470378,212.13838958740234,0.001512856952949428,0.004348612353119902,1.3061886413181082e-05,4.6454895492141205e-06,0.007570419541774388
63,winter_midlatitude_maritime_sample_t03_loc03,2020-01-01T18:00:00.000000000,57.75,10.25,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc03,54.4,231.99122473964567,0.10078997188162475,0.49146649304100265,0.7,0.1439856741166068,0.7020949900585752,278.67572021484375,195.43588256835938,282.0462646484375,240.78904146761508,277.7769190470378,212.13838958740234,0.001512856952949428,0.004348612353119902,1.3061886413181082e-05,4.6454895492141205e-06,0.007570419541774388
64,winter_midlatitude_maritime_sample_t03_loc04,2020-01-01T18:00:00.000000000,58.0,10.5,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc04,50.3,272.21000838945537,0.14652880976495908,0.09249065454031324,0.3,0.48842936588319696,0.3083021818010442,279.00970458984375,195.55502319335938,282.5111083984375,240.6238440436286,277.8498357137044,211.8235566880968,0.0015578504876424479,0.0044565183927098954,1.4570329689301985e-05,4.640435907673624e-06,0.007574288993158639
64,winter_midlatitude_maritime_sample_t03_loc04,2020-01-01T18:00:00.000000000,58.0,10.5,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc04,52.8,261.19231844151415,0.2517708021205749,0.18710039970852677,0.5,0.5035416042411498,0.37420079941705353,279.00970458984375,195.55502319335938,282.5111083984375,240.6238440436286,277.8498357137044,211.8235566880968,0.0015578504876424479,0.0044565183927098954,1.4570329689301985e-05,4.640435907673624e-06,0.007574288993158639
64,winter_midlatitude_maritime_sample_t03_loc04,2020-01-01T18:00:00.000000000,58.0,10.5,northern_sector_west,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_west_loc04,54.4,231.90469990135344,0.10090874606623856,0.4914070273791822,0.7,0.14415535152319794,0.7020100391131174,279.00970458984375,195.55502319335938,282.5111083984375,240.6238440436286,277.8498357137044,211.8235566880968,0.0015578504876424479,0.0044565183927098954,1.4570329689301985e-05,4.640435907673624e-06,0.007574288993158639
65,winter_midlatitude_maritime_sample_t03_loc05,2020-01-01T18:00:00.000000000,58.0,11.0,northern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_east_loc00,50.3,272.0936607290506,0.1469939136466678,0.0923367130996553,0.3,0.48997971215555935,0.3077890436655177,278.92767333984375,195.83627319335938,282.2083740234375,240.50911114666914,277.6429672241211,211.81102413601346,0.0015680044915920744,0.004480679826759682,1.5133125776923979e-05,4.643149900348829e-06,0.0075177968433273856
65,winter_midlatitude_maritime_sample_t03_loc05,2020-01-01T18:00:00.000000000,58.0,11.0,northern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_east_loc00,52.8,261.05070009522626,0.2520208888878983,0.18680555825051215,0.5,0.5040417777757966,0.3736111165010243,278.92767333984375,195.83627319335938,282.2083740234375,240.50911114666914,277.6429672241211,211.81102413601346,0.0015680044915920744,0.004480679826759682,1.5133125776923979e-05,4.643149900348829e-06,0.0075177968433273856
65,winter_midlatitude_maritime_sample_t03_loc05,2020-01-01T18:00:00.000000000,58.0,11.0,northern_sector_east,winter_midlatitude_maritime_sample,midlatitude,maritime,winter,northern_sector_east_loc00,54.4,231.80911253908494,0.10097212053793214,0.49129484218417474,0.7,0.1442458864827602,0.7018497745488211,278.92767333984375,195.83627319335938,282.2083740234375,240.50911114666914,277.6429672241211,211.81102413601346,0.0015680044915920744,0.004480679826759682,1.5133125776923979e-05,4.643149900348829e-06,0.0075177968433273856
