target_name,noise_factor,setup_type,group_name,model_name,n_samples,rmse_k,mae_k,bias_k,target_std_k,normalized_rmse,rmse_reduction_vs_baseline_pct
upper_layer_mean_temperature_k,1.0,source_name,winter_midlatitude_maritime_sample,linear_regression,80,0.6974385971951089,0.5700286911723073,-0.0018202236809582218,0.7128337230272038,0.9784029215583178,3.382711496116153
upper_layer_mean_temperature_k,1.0,source_name,winter_midlatitude_maritime_sample,ridge_regression,80,0.696934161611601,0.5699104937065563,-0.001786651755539026,0.7128337230272038,0.9776952732425708,3.452591767296165
upper_layer_mean_temperature_k,1.0,source_name_pooled,all_sources_pooled,mean_baseline,240,1.7829855198542681,1.0454691943777834,1.1605531350748303e-14,6.669423297192855,0.2673372854598572,0.0
upper_layer_mean_temperature_k,1.0,source_name_pooled,all_sources_pooled,linear_regression,240,1.6472705003229609,0.9359115267601356,0.0007642849448854368,6.669423297192855,0.24698844666469036,7.611672558193283
upper_layer_mean_temperature_k,1.0,source_name_pooled,all_sources_pooled,ridge_regression,240,1.6350324404763616,0.9386262117244062,-0.00011555028965103039,6.669423297192855,0.24515349642967527,8.29805277330572
lower_layer_mean_temperature_k,2.0,global,all_era5,mean_baseline,240,14.51978531861896,11.904808138337925,-3.647452710235181e-14,14.459286213124718,1.0041841004184098,0.0
lower_layer_mean_temperature_k,2.0,global,all_era5,linear_regression,240,1.6327607424686197,1.305040104792553,0.0013672044847048426,14.459286213124718,0.11292125478410961,88.75492504441574
lower_layer_mean_temperature_k,2.0,global,all_era5,ridge_regression,240,1.6431403307226973,1.3185888324662902,0.0017343156996286525,14.459286213124718,0.11363910406802903,88.68343921989211
lower_layer_mean_temperature_k,2.0,source_name,high_latitude_continental_2020,mean_baseline,60,1.9628582456336663,1.6880731119274397,-1.3737159558028604e-14,1.9301439415397743,1.0169491525423715,0.0
lower_layer_mean_temperature_k,2.0,source_name,high_latitude_continental_2020,linear_regression,60,1.0260901262545945,0.7867265872874147,0.0019076327709882436,1.9301439415397743,0.5316132668509842,47.72469542631982
lower_layer_mean_temperature_k,2.0,source_name,high_latitude_continental_2020,ridge_regression,60,1.0242330659883316,0.7845903554863483,0.0016033609059599976,1.9301439415397743,0.5306511312162805,47.81930543039902
lower_layer_mean_temperature_k,2.0,source_name,lower_latitude_maritime_2020,mean_baseline,100,0.440528023832331,0.33445630930890957,-6.8212102632969615e-15,0.43612274359400777,1.01010101010101,0.0
lower_layer_mean_temperature_k,2.0,source_name,lower_latitude_maritime_2020,linear_regression,100,0.31944569716589005,0.26592354236160476,0.0007276191208137561,0.43612274359400777,0.7324674116589208,27.485726245766827
lower_layer_mean_temperature_k,2.0,source_name,lower_latitude_maritime_2020,ridge_regression,100,0.3193502262926214,0.26574691679356877,0.0007262068101522345,0.43612274359400777,0.7322485033935965,27.507398164033937
lower_layer_mean_temperature_k,2.0,source_name,winter_midlatitude_maritime_sample,mean_baseline,80,1.3913005148696294,1.1542713149187371,-7.105427357601002e-16,1.3739092584337618,1.0126582278480991,0.0
lower_layer_mean_temperature_k,2.0,source_name,winter_midlatitude_maritime_sample,linear_regression,80,1.2821495706813717,1.0373573233036772,0.002304691978665829,1.3739092584337618,0.9332127015018482,7.845245726692307
lower_layer_mean_temperature_k,2.0,source_name,winter_midlatitude_maritime_sample,ridge_regression,80,1.2815129373056569,1.037090757784491,0.0022405491243524976,1.3739092584337618,0.9327493278315662,7.891003876632652
lower_layer_mean_temperature_k,2.0,source_name_pooled,all_sources_pooled,mean_baseline,240,1.2997317244650368,0.9461321785001513,-6.5133084111342514e-15,14.459286213124718,0.08988906542878086,0.0
lower_layer_mean_temperature_k,2.0,source_name_pooled,all_sources_pooled,linear_regression,240,0.9239607087233301,0.6532688972404147,0.0015483134859747357,14.459286213124718,0.06390085202716642,28.911429079441152
lower_layer_mean_temperature_k,2.0,source_name_pooled,all_sources_pooled,ridge_regression,240,0.9231370695209355,0.6525723901304044,0.001450276105504263,14.459286213124718,0.06384388938113712,28.974799018551757
upper_layer_mean_temperature_k,2.0,global,all_era5,mean_baseline,240,6.697328834001193,6.314122417112401,-2.2500519965736505e-15,6.669423297192855,1.00418410041841,0.0
upper_layer_mean_temperature_k,2.0,global,all_era5,linear_regression,240,3.8150589772378765,3.1682280391313933,-0.002761436823364368,6.669423297192855,0.5720223184579731,43.03611078689351
upper_layer_mean_temperature_k,2.0,global,all_era5,ridge_regression,240,3.8118783360545163,3.1928415899432863,-0.0038668573202907436,6.669423297192855,0.571545419475613,43.0836019772202
upper_layer_mean_temperature_k,2.0,source_name,high_latitude_continental_2020,mean_baseline,60,3.441336887472731,2.945238542287361,9.473903143468002e-16,3.3839812726815155,1.016949152542374,0.0
upper_layer_mean_temperature_k,2.0,source_name,high_latitude_continental_2020,linear_regression,60,3.218875043312178,2.619279658865257,0.0013833314436240585,3.3839812726815155,0.9512094730836069,6.464401813445408
upper_layer_mean_temperature_k,2.0,source_name,high_latitude_continental_2020,ridge_regression,60,3.207206152764918,2.6244803015036235,0.0004051681164521407,3.3839812726815155,0.9477612002927787,6.80348197121019
upper_layer_mean_temperature_k,2.0,source_name,lower_latitude_maritime_2020,mean_baseline,100,0.32733466425554114,0.2681760367961877,7.105427357601002e-15,0.324061317612984,1.0101010101010155,0.0
upper_layer_mean_temperature_k,2.0,source_name,lower_latitude_maritime_2020,linear_regression,100,0.30586434196676066,0.251467070658789,0.000626366187288454,0.324061317612984,0.9438471219574703,6.55913492621093
