profile_index,profile_id,valid_time,latitude,longitude,region_name,sample_group,frequency_ghz,tb_base_k,tb_humid_k,tb_dry_k,dTb_humid_k,dTb_dry_k,nedt_k,humid_ratio,dry_ratio,surface_temperature_k,min_temperature_k,max_temperature_k,mean_temperature_k,min_h2o_vmr,max_h2o_vmr
24,t03_loc00,2020-01-01T18:00:00.000000000,58.0,10.0,northern_sector_west,northern_sector_west_loc00,54.4,231.98727156818134,231.98625961361802,231.98827467489,-0.0010119545633244798,0.0010031067086515577,0.7,0.0014456493761778283,0.0014330095837879397,278.96087646484375,195.11752319335938,282.2708740234375,240.70891055545292,4.638002672869161e-06,0.007777074184961086
25,t03_loc01,2020-01-01T18:00:00.000000000,58.0,10.25,northern_sector_west,northern_sector_west_loc01,50.3,272.21240169058075,272.2055846923514,272.2191175015804,-0.006816998229339788,0.006715810999651239,0.3,0.022723327431132628,0.022386036665504132,278.99407958984375,195.35678100585938,282.4134521484375,240.66686558079076,4.639219290270472e-06,0.0076795451809307715
25,t03_loc01,2020-01-01T18:00:00.000000000,58.0,10.25,northern_sector_west,northern_sector_west_loc01,52.8,261.2179261238508,261.2131917533508,261.2225989878294,-0.004734370499988927,0.004672863978555597,0.5,0.009468740999977854,0.009345727957111194,278.99407958984375,195.35678100585938,282.4134521484375,240.66686558079076,4.639219290270472e-06,0.0076795451809307715
25,t03_loc01,2020-01-01T18:00:00.000000000,58.0,10.25,northern_sector_west,northern_sector_west_loc01,54.4,231.94787069746522,231.9468495397311,231.9488829473971,-0.0010211577341294742,0.0010122499318754308,0.7,0.0014587967630421061,0.0014460713312506154,278.99407958984375,195.35678100585938,282.4134521484375,240.66686558079076,4.639219290270472e-06,0.0076795451809307715
26,t03_loc02,2020-01-01T18:00:00.000000000,58.0,11.0,northern_sector_east,northern_sector_east_loc00,50.3,272.0936607290506,272.08638984034184,272.10082130867926,-0.007270888708774237,0.007160579628646246,0.3,0.024236295695914123,0.023868598762154157,278.92767333984375,195.83627319335938,282.2083740234375,240.50911114666914,4.643149900348829e-06,0.0075177968433273856
26,t03_loc02,2020-01-01T18:00:00.000000000,58.0,11.0,northern_sector_east,northern_sector_east_loc00,52.8,261.05070009522626,261.0456897220647,261.05564349936856,-0.005010373161553616,0.004943404142295549,0.5,0.010020746323107232,0.009886808284591098,278.92767333984375,195.83627319335938,282.2083740234375,240.50911114666914,4.643149900348829e-06,0.0075177968433273856
26,t03_loc02,2020-01-01T18:00:00.000000000,58.0,11.0,northern_sector_east,northern_sector_east_loc00,54.4,231.80911253908494,231.8080567555732,231.81015868723134,-0.0010557835117310788,0.0010461481464005828,0.7,0.0015082621596158269,0.0014944973520008328,278.92767333984375,195.83627319335938,282.2083740234375,240.50911114666914,4.643149900348829e-06,0.0075177968433273856
27,t03_loc03,2020-01-01T18:00:00.000000000,58.0,10.75,northern_sector_east,northern_sector_east_loc01,50.3,272.1749274110215,272.16790276789425,272.1818475749502,-0.0070246431272380505,0.006920163928725742,0.3,0.0234154770907935,0.023067213095752475,278.99407958984375,195.72006225585938,282.4818115234375,240.57184868889885,4.641839696987242e-06,0.007544107763977526
27,t03_loc03,2020-01-01T18:00:00.000000000,58.0,10.75,northern_sector_east,northern_sector_east_loc01,52.8,261.13830543104217,261.1334294445124,261.14311771229245,-0.0048759865297824945,0.004812281250281103,0.5,0.009751973059564989,0.009624562500562206,278.99407958984375,195.72006225585938,282.4818115234375,240.57184868889885,4.641839696987242e-06,0.007544107763977526
27,t03_loc03,2020-01-01T18:00:00.000000000,58.0,10.75,northern_sector_east,northern_sector_east_loc01,54.4,231.85728258621043,231.8562364743898,231.85831939180056,-0.0010461118206421816,0.001036805590132417,0.7,0.0014944454580602595,0.00148115084304631,278.99407958984375,195.72006225585938,282.4818115234375,240.57184868889885,4.641839696987242e-06,0.007544107763977526
28,t03_loc04,2020-01-01T18:00:00.000000000,57.0,10.0,southern_sector_west,southern_sector_west_loc00,50.3,271.0273130563914,271.025193053174,271.0294076929986,-0.002120003217385147,0.002094636607182565,0.3,0.007066677391283823,0.0069821220239418835,277.17181396484375,195.15463256835938,281.9036865234375,241.15237550477724,4.662054263375142e-06,0.0073506651292776426
28,t03_loc04,2020-01-01T18:00:00.000000000,57.0,10.0,southern_sector_west,southern_sector_west_loc00,52.8,260.78276758490836,260.7810266492393,260.78449175005375,-0.0017409356690336608,0.0017241651453900886,0.5,0.0034818713380673216,0.003448330290780177,277.17181396484375,195.15463256835938,281.9036865234375,241.15237550477724,4.662054263375142e-06,0.0073506651292776426
28,t03_loc04,2020-01-01T18:00:00.000000000,57.0,10.0,southern_sector_west,southern_sector_west_loc00,54.4,232.11979508650776,232.11930708989232,232.1202797681591,-0.00048799661544762785,0.0004846816513293106,0.7,0.0006971380220680398,0.0006924023590418724,277.17181396484375,195.15463256835938,281.9036865234375,241.15237550477724,4.662054263375142e-06,0.0073506651292776426
29,t03_loc05,2020-01-01T18:00:00.000000000,57.0,10.25,southern_sector_west,southern_sector_west_loc01,50.3,270.9810656007844,270.9791856866149,270.9829257582459,-0.0018799141694785249,0.0018601574615217942,0.3,0.006266380564928417,0.006200524871739314,277.10150146484375,195.26498413085938,282.0501708984375,241.17407102842589,4.6628965369856685e-06,0.007285678802539976
29,t03_loc05,2020-01-01T18:00:00.000000000,57.0,10.25,southern_sector_west,southern_sector_west_loc01,52.8,260.75610690580174,260.75446828243105,260.75773138945124,-0.0016386233706953135,0.0016244836494934134,0.5,0.003277246741390627,0.003248967298986827,277.10150146484375,195.26498413085938,282.0501708984375,241.17407102842589,4.6628965369856685e-06,0.007285678802539976
29,t03_loc05,2020-01-01T18:00:00.000000000,57.0,10.25,southern_sector_west,southern_sector_west_loc01,54.4,232.07004687044608,232.06955508644407,232.0705353912095,-0.0004917840020084441,0.0004885207634117705,0.7,0.0007025485742977773,0.000697886804873958,277.10150146484375,195.26498413085938,282.0501708984375,241.17407102842589,4.6628965369856685e-06,0.007285678802539976
30,t03_loc06,2020-01-01T18:00:00.000000000,57.0,11.0,southern_sector_east,southern_sector_east_loc00,50.3,270.77661369101764,270.7741644727119,270.77903290151744,-0.0024492183057418515,0.002419210499795099,0.3,0.008164061019139506,0.008064034999316998,276.92376708984375,195.43392944335938,281.7572021484375,241.06664915342589,4.6621478493318235e-06,0.0071704183015964765
30,t03_loc06,2020-01-01T18:00:00.000000000,57.0,11.0,southern_sector_east,southern_sector_east_loc00,52.8,260.54280941245486,260.54079957582826,260.54479868805373,-0.0020098366265983714,0.001989275598873519,0.5,0.004019673253196743,0.003978551197747038,276.92376708984375,195.43392944335938,281.7572021484375,241.06664915342589,4.6621478493318235e-06,0.0071704183015964765
30,t03_loc06,2020-01-01T18:00:00.000000000,57.0,11.0,southern_sector_east,southern_sector_east_loc00,54.4,231.9149699428713,231.91441267603545,231.91552302542493,-0.0005572668358411192,0.0005530825536368411,0.7,0.0007960954797730275,0.0007901179337669159,276.92376708984375,195.43392944335938,281.7572021484375,241.06664915342589,4.6621478493318235e-06,0.0071704183015964765
31,t03_loc07,2020-01-01T18:00:00.000000000,57.0,10.75,southern_sector_east,southern_sector_east_loc01,50.3,270.83592509152476,270.8338553392824,270.83797234647875,-0.0020697522423347436,0.0020472549539931606,0.3,0.006899174141115813,0.006824183179977203,276.95697021484375,195.40463256835938,281.9583740234375,241.12292026829076,4.662522193158659e-06,0.007201359102513919
31,t03_loc07,2020-01-01T18:00:00.000000000,57.0,10.75,southern_sector_east,southern_sector_east_loc01,52.8,260.61856518525735,260.6167748190967,260.62033930794496,-0.0017903661606624155,0.001774122687606905,0.5,0.003580732321324831,0.00354824537521381,276.95697021484375,195.40463256835938,281.9583740234375,241.12292026829076,4.662522193158659e-06,0.007201359102513919
31,t03_loc07,2020-01-01T18:00:00.000000000,57.0,10.75,southern_sector_east,southern_sector_east_loc01,54.4,231.95925493280583,231.95872456085303,231.95978160273594,-0.0005303719528058082,0.0005266699301103017,0.7,0.0007576742182940117,0.0007523856144432882,276.95697021484375,195.40463256835938,281.9583740234375,241.12292026829076,4.662522193158659e-06,0.007201359102513919
32,synthetic_00,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_warm_moist,synthetic_warm_moist,50.3,287.0338398610762,287.00176449788455,287.065234758072,-0.03207536319166593,0.0313948969957778,0.3,0.1069178773055531,0.10464965665259267,293.3916015625,211.34347534179688,293.5409240722656,253.85177983464422,9.304736233835022e-06,0.014768218513723572
32,synthetic_00,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_warm_moist,synthetic_warm_moist,52.8,275.6843021598455,275.6603594816508,275.70774265017985,-0.023942678194714517,0.023440490334337483,0.5,0.047885356389429035,0.046880980668674965,293.3916015625,211.34347534179688,293.5409240722656,253.85177983464422,9.304736233835022e-06,0.014768218513723572
32,synthetic_00,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_warm_moist,synthetic_warm_moist,54.4,246.20931028517916,246.20369727272586,246.21481226935958,-0.005613012453295596,0.005501984180426689,0.7,0.00801858921899371,0.007859977400609557,293.3916015625,211.34347534179688,293.5409240722656,253.85177983464422,9.304736233835022e-06,0.014768218513723572
33,synthetic_01,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_cold_dry,synthetic_cold_dry,50.3,254.8373650229383,254.83206236557248,254.84263188822123,-0.005302657365803043,0.005266865282948174,0.3,0.017675524552676812,0.01755621760982725,263.3916015625,181.34347534179688,263.5409240722656,223.85177983464422,1.3957104350752533e-06,0.0022152327770585357
33,synthetic_01,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_cold_dry,synthetic_cold_dry,52.8,243.13166337064536,243.12779058539925,243.13551040906734,-0.0038727852461022394,0.003847038421980642,0.5,0.007745570492204479,0.007694076843961284,263.3916015625,181.34347534179688,263.5409240722656,223.85177983464422,1.3957104350752533e-06,0.0022152327770585357
33,synthetic_01,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_cold_dry,synthetic_cold_dry,54.4,215.27932806361997,215.27841932559699,215.28023125777932,-0.0009087380229857445,0.000903194159349141,0.7,0.0012981971756939208,0.001290277370498773,263.3916015625,181.34347534179688,263.5409240722656,223.85177983464422,1.3957104350752533e-06,0.0022152327770585357
34,synthetic_02,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_strong_lapse,synthetic_strong_lapse,50.3,279.02933651747384,279.00593877844125,279.05239174970876,-0.023397739032589016,0.023055232234924006,0.3,0.0779924634419634,0.07685077411641336,288.3916015625,189.67680867513022,288.3916015625,238.85177983464422,4.652368116917511e-06,0.007384109256861786
34,synthetic_02,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_strong_lapse,synthetic_strong_lapse,52.8,264.7048982221514,264.68821554241885,264.72133924292,-0.016682679732582528,0.016441020768581893,0.5,0.033365359465165056,0.032882041537163786,288.3916015625,189.67680867513022,288.3916015625,238.85177983464422,4.652368116917511e-06,0.007384109256861786
34,synthetic_02,2020-01-01T00:00:00.000000000,58.0,10.0,synthetic_strong_lapse,synthetic_strong_lapse,54.4,230.95164091950494,230.94807633653681,230.9551569114291,-0.0035645829681243413,0.003515991924160744,0.7,0.005092261383034774,0.005022845605943921,288.3916015625,189.67680867513022,288.3916015625,238.85177983464422,4.652368116917511e-06,0.007384109256861786
