target_name,model_name,feature_case,grouping,source_name,n_samples,rmse_k,mae_k,bias_k,target_std_k,normalized_rmse,rmse_reduction_vs_baseline_pct
lower_layer_mean_temperature_k,linear_regression,drop_52_8,source_name,winter_midlatitude_maritime_sample,80,1.2494490581895503,1.006020849865577,0.0008579894465086113,1.3739092584337618,0.9094116300037934,10.19560153712522
lower_layer_mean_temperature_k,ridge_regression,drop_52_8,source_name,winter_midlatitude_maritime_sample,80,1.2490554890505632,1.0058301791350026,0.0008676396076047865,1.3739092584337618,0.9091251706640873,10.223889396921205
lower_layer_mean_temperature_k,mean_baseline,drop_52_8,source_name_pooled,,240,1.2997317244650368,0.9461321785001513,-6.5133084111342514e-15,14.459286213124718,0.08988906542878086,0.0
lower_layer_mean_temperature_k,linear_regression,drop_52_8,source_name_pooled,,240,0.8904437985248352,0.6245217678975193,2.116287553957837e-05,14.459286213124718,0.061582832333492224,31.490185107904665
lower_layer_mean_temperature_k,ridge_regression,drop_52_8,source_name_pooled,,240,0.8901181973250639,0.6249111506877816,1.0923302304277626e-05,14.459286213124718,0.061560313849870554,31.515236523796307
lower_layer_mean_temperature_k,mean_baseline,drop_54_4,source_name,high_latitude_continental_2020,60,1.9628582456336663,1.6880731119274397,-1.3737159558028604e-14,1.9301439415397743,1.0169491525423715,0.0
lower_layer_mean_temperature_k,linear_regression,drop_54_4,source_name,high_latitude_continental_2020,60,0.936256488534865,0.705136207170222,-0.003768457623227069,1.9301439415397743,0.48507081175923356,52.30137017700864
lower_layer_mean_temperature_k,ridge_regression,drop_54_4,source_name,high_latitude_continental_2020,60,0.9360166359615634,0.7061922073234105,-0.004253169922290567,1.9301439415397743,0.4849465450824642,52.31358973355762
lower_layer_mean_temperature_k,mean_baseline,drop_54_4,source_name,lower_latitude_maritime_2020,100,0.440528023832331,0.33445630930890957,-6.8212102632969615e-15,0.43612274359400777,1.01010101010101,0.0
lower_layer_mean_temperature_k,linear_regression,drop_54_4,source_name,lower_latitude_maritime_2020,100,0.23074141475863622,0.18029724825165033,0.0008806545388421228,0.43612274359400777,0.5290744822366713,47.62162625856953
lower_layer_mean_temperature_k,ridge_regression,drop_54_4,source_name,lower_latitude_maritime_2020,100,0.23070474390029616,0.18022068239765304,0.0008808453704307339,0.43612274359400777,0.5289903984348547,47.62995055494936
lower_layer_mean_temperature_k,mean_baseline,drop_54_4,source_name,winter_midlatitude_maritime_sample,80,1.3913005148696294,1.1542713149187371,-7.105427357601002e-16,1.3739092584337618,1.0126582278480991,0.0
lower_layer_mean_temperature_k,linear_regression,drop_54_4,source_name,winter_midlatitude_maritime_sample,80,1.0699143294359115,0.8661366338783502,0.003741001930364263,1.3739092584337618,0.778737258569463,23.09969571626538
lower_layer_mean_temperature_k,ridge_regression,drop_54_4,source_name,winter_midlatitude_maritime_sample,80,1.0696299344795288,0.8658300155042277,0.0036563658850475634,1.3739092584337618,0.7785302616701868,23.1201366600689
lower_layer_mean_temperature_k,mean_baseline,drop_54_4,source_name_pooled,,240,1.2997317244650368,0.9461321785001513,-6.5133084111342514e-15,14.459286213124718,0.08988906542878086,0.0
lower_layer_mean_temperature_k,linear_regression,drop_54_4,source_name_pooled,,240,0.789240316629657,0.5401201165235265,0.0006718256288322048,14.459286213124718,0.054583629163745456,39.27667519583671
lower_layer_mean_temperature_k,ridge_regression,drop_54_4,source_name_pooled,,240,0.7890362058454414,0.5402500079979506,0.0005225150521226852,14.459286213124718,0.054569512921684334,39.29237926617473
upper_layer_mean_temperature_k,mean_baseline,full_3channel,source_name,high_latitude_continental_2020,60,3.441336887472731,2.945238542287361,9.473903143468002e-16,3.3839812726815155,1.016949152542374,0.0
upper_layer_mean_temperature_k,linear_regression,full_3channel,source_name,high_latitude_continental_2020,60,3.1708043530377514,2.56860389876997,0.0044941710117375544,3.3839812726815155,0.9370041077458919,7.861262738320718
upper_layer_mean_temperature_k,ridge_regression,full_3channel,source_name,high_latitude_continental_2020,60,3.1455341369272856,2.5797906322725392,0.0009442080795456794,3.3839812726815155,0.929536508467353,8.595576667377047
upper_layer_mean_temperature_k,mean_baseline,full_3channel,source_name,lower_latitude_maritime_2020,100,0.32733466425554114,0.2681760367961877,7.105427357601002e-15,0.324061317612984,1.0101010101010155,0.0
upper_layer_mean_temperature_k,linear_regression,full_3channel,source_name,lower_latitude_maritime_2020,100,0.3014359274047556,0.24900237202450795,0.0005939602054536408,0.324061317612984,0.9301817619736732,7.912005564606838
upper_layer_mean_temperature_k,ridge_regression,full_3channel,source_name,lower_latitude_maritime_2020,100,0.30131347620421417,0.24890013380980605,0.0005854758615410561,0.324061317612984,0.9298038976810652,7.949414129575027
upper_layer_mean_temperature_k,mean_baseline,full_3channel,source_name,winter_midlatitude_maritime_sample,80,0.7218569347110927,0.5922586304225949,2.5224267119483555e-14,0.7128337230272038,1.0126582278481016,0.0
upper_layer_mean_temperature_k,linear_regression,full_3channel,source_name,winter_midlatitude_maritime_sample,80,0.6974385971951031,0.5700286911723047,-0.0018202236809628403,0.7128337230272038,0.9784029215583097,3.3827114961169524
upper_layer_mean_temperature_k,ridge_regression,full_3channel,source_name,winter_midlatitude_maritime_sample,80,0.6969341616116023,0.5699104937065573,-0.001786651755535118,0.7128337230272038,0.9776952732425724,3.4525917672959983
upper_layer_mean_temperature_k,mean_baseline,full_3channel,source_name_pooled,,240,1.7829855198542681,1.0454691943777834,1.1605531350748303e-14,6.669423297192855,0.2673372854598572,0.0
upper_layer_mean_temperature_k,linear_regression,full_3channel,source_name_pooled,,240,1.6472705003229633,0.935911526760139,0.0007642849448857921,6.669423297192855,0.24698844666469072,7.61167255819315
upper_layer_mean_temperature_k,ridge_regression,full_3channel,source_name_pooled,,240,1.635032440476362,0.9386262117244064,-0.00011555028964984614,6.669423297192855,0.24515349642967532,8.298052773305697
upper_layer_mean_temperature_k,mean_baseline,drop_50_3,source_name,high_latitude_continental_2020,60,3.441336887472731,2.945238542287361,9.473903143468002e-16,3.3839812726815155,1.016949152542374,0.0
upper_layer_mean_temperature_k,linear_regression,drop_50_3,source_name,high_latitude_continental_2020,60,3.228673056029713,2.7574736562981186,-0.009637555575846573,3.3839812726815155,0.9541048829360884,6.179686511284732
upper_layer_mean_temperature_k,ridge_regression,drop_50_3,source_name,high_latitude_continental_2020,60,3.2265933151170842,2.751804489990553,-0.010098813953833977,3.3839812726815155,0.9534902988869928,6.2401206094458095
upper_layer_mean_temperature_k,mean_baseline,drop_50_3,source_name,lower_latitude_maritime_2020,100,0.32733466425554114,0.2681760367961877,7.105427357601002e-15,0.324061317612984,1.0101010101010155,0.0
upper_layer_mean_temperature_k,linear_regression,drop_50_3,source_name,lower_latitude_maritime_2020,100,0.32203011742514726,0.26080260041673964,0.00016589813932853302,0.324061317612984,0.9937320498392143,1.620527065918309
upper_layer_mean_temperature_k,ridge_regression,drop_50_3,source_name,lower_latitude_maritime_2020,100,0.32196590158896954,0.26075193959684784,0.0001648969540718781,0.324061317612984,0.993533890316039,1.6401448587126555
upper_layer_mean_temperature_k,mean_baseline,drop_50_3,source_name,winter_midlatitude_maritime_sample,80,0.7218569347110927,0.5922586304225949,2.5224267119483555e-14,0.7128337230272038,1.0126582278481016,0.0
upper_layer_mean_temperature_k,linear_regression,drop_50_3,source_name,winter_midlatitude_maritime_sample,80,0.696200201288741,0.5759432188667002,0.0010258612993613524,0.7128337230272038,0.976665635756085,3.55426846908663
upper_layer_mean_temperature_k,ridge_regression,drop_50_3,source_name,winter_midlatitude_maritime_sample,80,0.6959394245406668,0.5758353984965972,0.000999694126201689,0.7128337230272038,0.9762998046517893,3.5903942906358233
upper_layer_mean_temperature_k,mean_baseline,drop_50_3,source_name_pooled,,240,1.7829855198542681,1.0454691943777834,1.1605531350748303e-14,6.669423297192855,0.2673372854598572,0.0
upper_layer_mean_temperature_k,linear_regression,drop_50_3,source_name_pooled,,240,1.6765610877611683,0.9900172372037379,-0.001998310902787637,6.669423297192855,0.25138021880644895,5.968889309981518
